EEG_Delta_TP9_mean,EEG_Delta_TP9_std,EEG_Delta_TP9_min,EEG_Delta_TP9_max,EEG_Delta_TP9_median,EEG_Delta_AF7_mean,EEG_Delta_AF7_std,EEG_Delta_AF7_min,EEG_Delta_AF7_max,EEG_Delta_AF7_median,EEG_Delta_AF8_mean,EEG_Delta_AF8_std,EEG_Delta_AF8_min,EEG_Delta_AF8_max,EEG_Delta_AF8_median,EEG_Delta_TP10_mean,EEG_Delta_TP10_std,EEG_Delta_TP10_min,EEG_Delta_TP10_max,EEG_Delta_TP10_median,EEG_Theta_TP9_mean,EEG_Theta_TP9_std,EEG_Theta_TP9_min,EEG_Theta_TP9_max,EEG_Theta_TP9_median,EEG_Theta_AF7_mean,EEG_Theta_AF7_std,EEG_Theta_AF7_min,EEG_Theta_AF7_max,EEG_Theta_AF7_median,EEG_Theta_AF8_mean,EEG_Theta_AF8_std,EEG_Theta_AF8_min,EEG_Theta_AF8_max,EEG_Theta_AF8_median,EEG_Theta_TP10_mean,EEG_Theta_TP10_std,EEG_Theta_TP10_min,EEG_Theta_TP10_max,EEG_Theta_TP10_median,EEG_Alpha_TP9_mean,EEG_Alpha_TP9_std,EEG_Alpha_TP9_min,EEG_Alpha_TP9_max,EEG_Alpha_TP9_median,EEG_Alpha_AF7_mean,EEG_Alpha_AF7_std,EEG_Alpha_AF7_min,EEG_Alpha_AF7_max,EEG_Alpha_AF7_median,EEG_Alpha_AF8_mean,EEG_Alpha_AF8_std,EEG_Alpha_AF8_min,EEG_Alpha_AF8_max,EEG_Alpha_AF8_median,EEG_Alpha_TP10_mean,EEG_Alpha_TP10_std,EEG_Alpha_TP10_min,EEG_Alpha_TP10_max,EEG_Alpha_TP10_median,EEG_Beta_TP9_mean,EEG_Beta_TP9_std,EEG_Beta_TP9_min,EEG_Beta_TP9_max,EEG_Beta_TP9_median,EEG_Beta_AF7_mean,EEG_Beta_AF7_std,EEG_Beta_AF7_min,EEG_Beta_AF7_max,EEG_Beta_AF7_median,EEG_Beta_AF8_mean,EEG_Beta_AF8_std,EEG_Beta_AF8_min,EEG_Beta_AF8_max,EEG_Beta_AF8_median,EEG_Beta_TP10_mean,EEG_Beta_TP10_std,EEG_Beta_TP10_min,EEG_Beta_TP10_max,EEG_Beta_TP10_median,EEG_Gamma_TP9_mean,EEG_Gamma_TP9_std,EEG_Gamma_TP9_min,EEG_Gamma_TP9_max,EEG_Gamma_TP9_median,EEG_Gamma_AF7_mean,EEG_Gamma_AF7_std,EEG_Gamma_AF7_min,EEG_Gamma_AF7_max,EEG_Gamma_AF7_median,EEG_Gamma_AF8_mean,EEG_Gamma_AF8_std,EEG_Gamma_AF8_min,EEG_Gamma_AF8_max,EEG_Gamma_AF8_median,EEG_Gamma_TP10_mean,EEG_Gamma_TP10_std,EEG_Gamma_TP10_min,EEG_Gamma_TP10_max,EEG_Gamma_TP10_median,GSR_GSR Resistance CAL_mean,GSR_GSR Resistance CAL_std,GSR_GSR Resistance CAL_min,GSR_GSR Resistance CAL_max,GSR_GSR Resistance CAL_median,GSR_GSR Conductance CAL_mean,GSR_GSR Conductance CAL_std,GSR_GSR Conductance CAL_min,GSR_GSR Conductance CAL_max,GSR_GSR Conductance CAL_median,Participant,Difficulty,difficulty_label,Delta_mean_across_elec,Delta_var_across_elec,Theta_mean_across_elec,Theta_var_across_elec,Alpha_mean_across_elec,Alpha_var_across_elec,Beta_mean_across_elec,Beta_var_across_elec,Gamma_mean_across_elec,Gamma_var_across_elec,Theta_Alpha_ratio,Theta_Beta_ratio,Bandpower_slope,GSR_mean_conductance,GSR_peak_phasic,GSR_phasic_count_approx,GSR_phasic_count_scaled,GSR_rise_recovery_approx,GSR_mean_norm,EEG_ThetaBeta_ratio
0.249452559876324,0.1241890490207957,-0.0055800867,0.44103944,0.26160938,-0.2252334137851197,0.1739484400708425,-0.564646,0.22924817,-0.23833792,0.0804509648863493,0.284393924170593,-0.54874605,0.6041329,0.09233246,0.8534779157219421,0.242878310740936,0.34456557,1.1820853,0.8929938,0.4610942187767969,0.1166064391934616,0.1713389,0.6717024,0.48743796,-0.3127333764501891,0.1198478306789188,-0.65775,-0.13056388,-0.30192018,-0.225735348756116,0.2605422157153235,-0.78826886,0.1891333,-0.14750369,0.7838297335813367,0.1319240834054686,0.51826483,1.0719224,0.7621604,0.7966649655233292,0.1515551855617675,0.49364665,1.0791397,0.7637261,-0.1090451825504413,0.1516148046199903,-0.40869138,0.14292695,-0.119118676,-0.1583588895141866,0.1381259554448496,-0.35767838,0.2717789,-0.18261538,1.1287450337799496,0.2404436305862837,0.6614695,1.4679587,1.2143948,0.4051555420586381,0.0543281403852722,0.2914445,0.50128716,0.40488577,-0.4153886473549811,0.0686035726560181,-0.57183874,-0.2739966,-0.40544656,-0.2912125998865069,0.0854640436366485,-0.51299274,-0.14021063,-0.26762694,1.3724267097414882,0.1003002334059231,1.2048831,1.579734,1.3602573,-0.3598209962452711,0.0709403343116656,-0.49649966,-0.20170392,-0.359671,-0.9338057983354352,0.1357207912550651,-1.2006481,-0.7324227,-0.9240326,-0.7462872942213116,0.0876389786286962,-0.93482935,-0.5883901,-0.7524073,1.2086333787200505,0.0517212916685095,1.0567617,1.391136,1.2134811,55.30419331768794,4.469429382402946,49.7488667271079,62.855670103092805,53.9557522123894,18.194720935294693,1.4007988073660578,15.909463670657695,20.10096039946785,18.53370510086928,1.0,Easy,0,0.2395370066748739,0.2061138901411102,0.1766138067879571,0.2836619317556731,0.4145014818096627,0.4194876315370626,0.2677452511396596,0.672769505175126,-0.2078201775204918,0.9488156277592118,0.4260862468588481,0.6596312965585961,-0.0803582924039029,18.194720935294693,1.906239464173158,28.0,14.0,4.191496728810156,-0.068154640595047,0.6596312965585961
1.0339875397055165,0.3190107879587721,0.397502,1.4673387,1.1366311,0.4996563738834509,0.40073872938182,-0.42967826,1.1925479,0.52081853,0.6063565349979262,0.4562885738842269,-0.2757055,1.5453264,0.5472263,0.7600871544628784,0.2198148393544468,0.59745985,1.2031536,0.59745985,0.6842381137536291,0.3133644204235548,0.18147883,1.1983461,0.687917,-0.0950568428971381,0.344581159625166,-0.5404352,0.5913548,-0.20747198,0.066864401310452,0.4892232812110677,-0.74867463,0.9880207,-0.15361811,1.01563643794691,0.0538199130620108,0.8761107,1.1053504,1.045684,0.922206297341352,0.3027698662105926,0.50828296,1.4099978,0.8473071,0.0395630472173371,0.3394868605295736,-0.5026826,0.6981946,-0.07256623,0.1986051735722106,0.3515840044966873,-0.41152787,0.86719245,0.08971808,1.231277774118623,0.091115400817222,1.16414,1.4057363,1.16414,0.5343535026296143,0.1026432280404305,0.37874615,0.7749986,0.51440245,-0.3833406701368727,0.1049262744420386,-0.5315608,-0.096695244,-0.4043523,-0.1080914885214019,0.1240314177540435,-0.40895244,0.016984083,-0.064068094,1.26416709444214,0.0430087263505595,1.2065178,1.3612385,1.2414606,-0.1709247097465738,0.1283159936491212,-0.415388,0.042007636,-0.15830821,-0.8895626966486937,0.1059240403200449,-1.1068509,-0.71058345,-0.8780025,-0.4257943330568228,0.2710262585526383,-0.75922245,-0.063695565,-0.48889047,1.2722210537951055,0.0954070015544142,1.0742491,1.3367589,1.3367589,55.37648316985039,1.2532608795321758,53.12003872216846,57.57922350472196,55.3713420787084,18.06747552353186,0.410047007942492,17.367375576330794,18.82528748200389,18.05988373152552,1.0,Easy,0,0.725021900762443,0.0538534759340166,0.4179205275284632,0.2715251842080374,0.5979130730623806,0.3258394966045757,0.3267721096033699,0.5383886337520104,-0.0535151714142461,0.869642925722565,0.6989641929449307,1.2789318191932195,-0.1648222562278471,18.06747552353186,0.7578119584720291,8.0,4.0,1.4579119056730967,-0.1954000523578791,1.2789318191932195
0.8275830202182285,0.1882281854674092,0.23953593,1.0633396,0.8838275,0.6142664091848523,0.4651697831264322,-0.3166561,1.1925479,0.7228674,0.8025914179994437,0.570322470763948,-0.2745417,1.5454063,0.6917236,1.1256729379075736,0.2039172509112783,0.7867392,1.5108542,1.1134244,0.732817872982456,0.2026659565594364,0.18706325,0.9592532,0.7967785,0.096183907195721,0.4083284850853172,-0.41406965,0.672747,0.08723069,0.3170054590937098,0.583853452808914,-0.5716076,1.0285283,0.42379457,0.9154368367907574,0.1134231115177172,0.49778366,1.0754106,0.9294081,0.8968791485537013,0.1671357422891247,0.6275344,1.157912,0.8978294,0.1840758637370988,0.3164500404294631,-0.3270421,0.6953427,0.3284118,0.4230275943998288,0.3128269750997053,-0.25562578,0.8165809,0.47342178,1.1923275714163457,0.1017029128306512,0.9174091,1.3125457,1.1889601,0.5696347450919983,0.1047609490096487,0.36102766,0.769283,0.57707185,-0.31611903389816,0.120578122814727,-0.5397426,-0.09634551,-0.27785888,-0.0988814143647839,0.0680248309674656,-0.23956922,0.0066169766,-0.09898607,1.2994108119383825,0.0763553781736115,1.1796348,1.5029538,1.2925718,-0.1187455516234488,0.1228448323941723,-0.366269,0.08389397,-0.10734085,-0.8969027914591357,0.1041803839037112,-1.0402248,-0.7199126,-0.90204704,-0.5670206719940094,0.1379351637714843,-0.74477416,-0.31419688,-0.620633,1.166606678647839,0.0995426040266589,1.0632627,1.448325,1.1153107,57.30040132344433,0.7738970100599332,55.70862944162438,58.56243329775883,57.4586387434555,17.45508856023697,0.2374767586261362,17.075793195196173,17.950540338600035,17.403823373972624,1.0,Easy,0,0.8425284463275245,0.0446975642353045,0.515361019015661,0.1408008408437351,0.6740775445267436,0.2071171232544873,0.3635112771918592,0.531366394705084,-0.1040155841071887,0.819247247181063,0.764541496239856,1.4177265840835882,-0.2044937802693228,17.45508856023697,0.4954517783630656,5.0,2.0,0.8747471434038623,-0.8077870156527709,1.4177265840835882
0.9608429223902332,0.2764595282003819,0.32782337,1.4084591,0.9763815,0.3656535046888441,0.4433846303149228,-0.4843246,0.98933744,0.396421285,0.6802434346440412,0.5259943821943781,-0.54903173,1.3735518,0.72547277,1.3674050708109322,0.2129396301424466,0.9316475,1.5108542,1.5108542,0.8086851342853943,0.2253966699653305,0.3078026,1.1749742,0.8435946999999999,0.1034907376543951,0.2530977048405148,-0.5183051,0.51083976,0.076180773,0.326014459422715,0.3835476780087729,-0.41159916,0.88472205,0.35274197,0.8481617257078853,0.0381294058228721,0.7129554,0.8707451,0.8707451,1.12649322374776,0.24292945086134,0.57307506,1.3862123,1.2777574,0.1830332059451165,0.2627175670452669,-0.32280475,0.53978866,0.26899737,0.440286562704301,0.2526296388518872,-0.23179112,0.7764184,0.4633577399999999,1.1186660115098566,0.1215731404085192,0.861911,1.2009155,1.2009155,0.5267592787410393,0.082330560343612,0.3179467,0.6630695,0.5499731800000001,-0.3849904669601254,0.0876556370327103,-0.5618421,-0.22568384,-0.38745186,-0.2186708095151209,0.124201171656405,-0.506585,0.00874629,-0.21426249,1.2727374047939068,0.0308128983078136,1.2013237,1.2934303,1.2934303,-0.1786408633416218,0.0654113107323817,-0.37751836,-0.060753565,-0.17491967,-0.9632588746146952,0.0674144738956273,-1.1377584,-0.7882785,-0.970129345,-0.6692772802128135,0.1548225354761937,-0.9660536,-0.3031885,-0.700882555,1.2418752496415777,0.0865087324494387,1.1419224,1.4035527,1.1917001,56.61728439518951,2.049253753898008,51.8158640226629,59.06673842841767,57.0998959417274,17.686396187150837,0.6623314611415998,16.930002004628868,19.29910885134765,17.513166766898102,1.0,Easy,0,0.8435362331335128,0.1810786195393691,0.5215880142675975,0.1340431644641462,0.7171197509767586,0.2302370304232115,0.298958851764925,0.5786216138970244,-0.1423254421318882,0.9563134350495504,0.7273363845031194,1.7446757856895354,-0.2194352513033474,17.686396187150837,1.6127126641968133,13.0,7.0,2.3691068467187826,-0.5764793887389033,1.7446757856895354
0.8823686315692124,0.2325934294952701,0.4886672,1.4644289,0.84492064,0.4689132229744829,0.3537252644470511,-0.35120827,1.0232937,0.58726555,0.805099545982498,0.3318727449952613,0.23975134,1.398768,0.8838911,1.0335016654534606,0.1289922495323681,0.9197797,1.3821212,1.0483112,0.6919012173229913,0.2146848154618067,0.22126392,1.0511317,0.7351585,0.1092264270005966,0.2600072829986968,-0.5150493,0.66073626,0.14536381,0.3550502210084328,0.3200978685016584,-0.6074412,0.9011881,0.41190752,0.6399643075049721,0.2068290409621078,0.025930025,0.87100446,0.7151005,0.935220948150358,0.2066497257048619,0.61979055,1.3568511,0.9041061,0.2088245136155528,0.2667960441209125,-0.3143561,0.57668173,0.23835593,0.4079619466475736,0.2397101384802699,-0.1556284,0.7949772,0.45428827,1.0001875785242644,0.103641511373572,0.93361175,1.3051633,0.95957583,0.525848687746619,0.1381920257650523,0.23529327,0.8737639,0.5250016,-0.3516345740493238,0.0913372081778256,-0.52477235,-0.17385377,-0.34946567,-0.2070624243001193,0.1099116507907585,-0.4396306,-0.006321914,-0.19631259,1.2657175130270486,0.0437971599234707,1.1936541,1.4608159,1.2613413,-0.1870923498441666,0.0785581028386367,-0.38543212,0.033049736,-0.17735967,-0.937955067786396,0.0840466751466605,-1.0745685,-0.7038533,-0.9398933,-0.748614833902148,0.1252168700940691,-0.8889414,-0.3551766,-0.77802557,1.2466306539777248,0.1258770103781215,1.0438384,1.4035527,1.1795576,60.68541803247751,1.1147323858117533,58.68770053475938,62.42662116040957,61.17391304347827,16.48402198284366,0.3049631723948746,16.01880706358318,17.03934539755435,16.34683724235963,1.0,Easy,0,0.7974707664949134,0.0569754968126678,0.4490355432092482,0.0732470016486369,0.6380487467344372,0.152209742885064,0.3082173006060561,0.5550292562801914,-0.1567578993887464,0.9769944191495252,0.7037625914083174,1.4568750211337231,-0.2049275574370511,16.48402198284366,0.5553234147106885,6.0,3.0,1.0205383339711709,-1.7788535930460796,1.4568750211337231
0.804392900949804,0.2579723782055867,0.43870294,1.5170628,0.7465691,0.5384069694323568,0.3157756594890832,-0.25826836,1.0102402,0.6274265,0.6047195414995336,0.4173237275078816,-0.47899523,1.3024703,0.5311673,1.2693740078802016,0.237697346001815,0.891896,1.4744725,1.4323846,0.6891189236238104,0.2268623526849046,0.13402557,1.2156385,0.6803524,0.1035159327245754,0.2753970436813091,-0.3774488,0.6224694,0.057448324,0.2534622149372457,0.3392410525829934,-0.6408954,0.8155902,0.22995062,0.8079400344597872,0.2123853071162555,0.4408495,0.9639733,0.9414392,1.035323961136406,0.1898343438173315,0.3629542,1.3674572,1.0443803,0.1194873861453629,0.24213973932915,-0.3099556,0.4321181,0.17409512,0.3731153297419295,0.3194651998156796,-0.5568775,0.84468,0.34199375,0.9148567534969212,0.1242621101535897,0.8365075,1.2816231,0.8365075,0.5360724548945699,0.1131975419637377,0.3113265,0.77016705,0.5364567,-0.3957439129800336,0.0710118266681917,-0.58726287,-0.24806076,-0.3992926,-0.2228825825892517,0.1171241626324559,-0.4812725,0.0006616266,-0.20733358,1.243854824892704,0.0779333727247726,1.1859709,1.476697,1.1940494,-0.1885129158397872,0.1216228970424368,-0.5102078,0.059194274,-0.19378364,-0.9554140412632952,0.0679706438933526,-1.1006513,-0.82597816,-0.9653286,-0.6843046441183056,0.1177697938816068,-0.9111458,-0.33093747,-0.69347674,1.2454094644709837,0.0552380413982577,1.1795576,1.4195753,1.2507786,59.10106320859085,1.3423635657828996,57.0998959417274,62.71200000000001,58.81350482315113,16.92872000284182,0.3767718458401095,15.945911468299524,17.513166766898102,17.002897599912526,1.0,Medium,1,0.804223354940474,0.1089417603527272,0.4635092764363546,0.1144157451792807,0.6106958576301549,0.1901843821839543,0.2903251960544971,0.5678945049105414,-0.145705534187601,0.9609167596885624,0.7589842172023443,1.596512070682555,-0.2073041858638009,16.92872000284182,0.5844467640562812,8.0,4.0,1.5672552985985782,-1.334155573047919,1.596512070682555
0.819769822610999,0.3311017033647102,0.12898293,1.5462587,0.80515915,0.5552183800295155,0.3205386793634818,-0.3540833,1.2089424,0.55402124,0.7374367742397829,0.4247211422172642,-0.76566595,1.3101717,0.8558065,1.185261062317104,0.259302727424321,0.8000405,1.5644902,1.0988221,0.5934725501589304,0.2467905270136337,0.17617355,1.094633,0.58980197,0.1392872866898398,0.2127279682813114,-0.29169813,0.5629966,0.14269759,0.3716997151324419,0.3087383998719489,-0.5556856,0.9272851,0.409836,0.938230854209132,0.1881982763640108,0.62681323,1.1892272,0.9414392,1.0244506400227045,0.1774550261616951,0.5713663,1.392767,1.0047599,0.2438564850950428,0.1644674589099984,-0.3190173,0.49052152,0.2859438,0.4413901057687941,0.2268669284732375,-0.31781748,0.7329701,0.51134104,1.178520974788093,0.190549144092619,0.7858124,1.5597146,1.222088,0.5473491280095862,0.1049351578773291,0.31805882,0.754075,0.55097115,-0.3762150350479314,0.0868155384759753,-0.5471498,-0.23154896,-0.3828658,-0.2044934608182391,0.1269229854131739,-0.410314,0.1374896,-0.21121728,1.3074336452447024,0.0669821746567738,1.1228582,1.4280728,1.3245142,-0.1548638796498864,0.1106702816510387,-0.3820483,0.06075755,-0.16158646,-0.8770553036894551,0.1033736912235262,-1.084755,-0.66980016,-0.8879306,-0.6693679939291121,0.136468169685882,-0.88298786,-0.23314987,-0.68618834,1.2471027012739655,0.0615128435551248,1.083028,1.3360828,1.2558701,59.93028340819609,1.5015722276329393,56.628482972136254,62.42662116040957,59.97049180327869,16.696622405331407,0.4220545924510832,16.01880706358318,17.65895795746541,16.674867421136078,1.0,Medium,1,0.8244215097993504,0.0700878300510511,0.510672601547586,0.1156341353865265,0.7220545514186586,0.2024169705847668,0.3185185693470295,0.5955042722295759,-0.1135461189986219,0.9149855337376418,0.7072483558145104,1.6032691573534192,-0.2068089289796501,16.696622405331407,0.9623355521340038,8.0,4.0,1.6401508938822325,-1.5662531705583334,1.6032691573534192
0.7533243496267554,0.2901516049527575,0.2186446,1.2459643,0.750042,0.6894831167960089,0.2491314772343946,0.14108732,1.1260285,0.70010614,0.9479618064971916,0.4132630018073499,0.0070748464,1.4613574,1.0849032,0.9710224280007392,0.1295799954733484,0.7626984,1.2214345,1.0121439,0.6166810176274945,0.238860715387998,0.23206246,1.034927,0.6042004,0.179680662845898,0.2380687799092143,-0.24713036,0.5085728,0.25852162,0.476571067018847,0.3533629768301977,-0.33945647,0.8610259,0.5687065,0.7604154483481154,0.2430258064171649,0.4956225,1.1178806,0.62820125,0.9997577189874352,0.1253244708730333,0.75264996,1.2238357,0.98399657,0.2740455495691057,0.1701747025896293,-0.075001284,0.47922525,0.31728518,0.494115108,0.30790094724784,-0.26762572,0.84261584,0.58520955,1.087819194752402,0.2126831355682737,0.7732092,1.2995458,1.1673013,0.5236725972099039,0.0797989816392597,0.38895103,0.70076525,0.51145315,-0.385831531067997,0.0914650459837625,-0.53825575,-0.23074833,-0.36055866,-0.22546150735,0.1556897908069781,-0.49479365,0.009312133,-0.27968186,1.3751125445306724,0.0614921151647078,1.2496662,1.4611087,1.3808789,-0.1804341734974131,0.0840812823020607,-0.3576052,-0.017386142,-0.20398904,-0.94294800154102,0.0821566600766869,-1.077457,-0.8135355,-0.94717497,-0.8383381827050999,0.1029605857094853,-1.0867683,-0.72558874,-0.80710375,1.1584616483000738,0.1008058307967751,1.0009978,1.4123608,1.1475458,61.91654569992545,0.5558162588197262,60.902330743618215,62.855670103092805,61.72440944881891,16.152070468314616,0.1448015540220422,15.909463670657695,16.41973283764328,16.201046051792318,1.0,Medium,1,0.8404479252301739,0.0196632754167891,0.5083370489600887,0.0614353442423215,0.7139343928272357,0.1544358437642778,0.3218730258306448,0.6501524606091652,-0.2008146773608647,0.9350818617217064,0.7120210793122852,1.5793043494213233,-0.2268989228311521,16.152070468314616,0.267662369328665,3.0,1.0,0.5102691669855854,-2.110805107575125,1.5793043494213233
0.9010175142904656,0.3437827214063957,0.3042703,1.4939085,0.900307,0.4321852446304509,0.2200354958663881,0.058411013,0.79598767,0.46753827,0.71273319109017,0.3150587206062908,0.11784729,1.1659845,0.65167105,0.7583679972838139,0.1156590794451794,0.6200808,0.9795321,0.6485589,0.7385372201182556,0.2868508230218536,0.28894177,1.2024336,0.7857634,-0.002625202312232,0.1625920957308064,-0.36173236,0.3104862,0.004263906,0.2834292262642277,0.2210100235432512,-0.36075252,0.5735298,0.29093093,1.0108492502734665,0.0840731419209086,0.7900738,1.1178806,0.9653571,1.0370434064597192,0.1189221822800012,0.7700663,1.1880615,1.071925,0.1230567666995195,0.093680245551209,-0.14420909,0.27608335,0.10339936,0.3881406457839246,0.1926386880928206,-0.039227918,0.5961928,0.4647084,1.208863282742055,0.1002466343222304,1.0071017,1.3665607,1.1175699,0.5395534992756836,0.0596040973746329,0.43214795,0.6506302,0.5456376000000001,-0.3440490564375462,0.0978583116975615,-0.5557462,-0.13091566,-0.3424249,-0.2049856949943459,0.1438956385608932,-0.43759707,0.056989733,-0.19607517,1.3471994478566147,0.0797694688253565,1.2823722,1.4563264,1.2880565,-0.138658775515521,0.0573632981810099,-0.28164867,-0.043647684,-0.14749756,-0.9507568381744272,0.065404483260672,-1.1434138,-0.87712085,-0.9288521,-0.8237559392128604,0.0702231132164097,-0.98630077,-0.7147345,-0.83292145,1.1506021029933482,0.039201085427114,1.0975268,1.2209896,1.1735815,57.92355399161828,2.368456557417259,54.38354806739348,62.9729946953866,57.70031545741325,17.292230203990865,0.6885022902155514,15.879822848463965,18.387913910301965,17.33092777868897,1.0,Difficult,2,0.7010759868237252,0.0385657035056172,0.5075476235859295,0.2057246964784838,0.6892760254213046,0.2673999450337381,0.3344295489251015,0.6063602421655653,-0.1906423624773651,0.9267486088934236,0.7363478033751419,1.517647311877597,-0.1956554773263009,17.292230203990865,1.0956837063110996,14.0,7.0,2.508091061838,-0.9706453718988756,1.517647311877597
0.86223822524094,0.3527375480626882,0.1658657,1.4211844,0.95389475,0.2883087297826882,0.5648469819681351,-0.8612756,0.96695507,0.452520025,0.6378296497423338,0.5580033180210864,-0.4382754,1.3460118,0.8290247,1.0526426851373956,0.2153970288877331,0.4868487,1.3298128,1.05545735,0.767938930350458,0.26429988135767,0.18444104,1.2023553,0.80615133,0.0233155190243329,0.3715343655529169,-0.6904454,0.56608146,0.13623933,0.3319646894312087,0.4155720551154202,-0.529354,0.95766884,0.434549765,0.8661640867124653,0.1997738431907521,0.5384813,1.2778548,0.91215754,1.1126899573715652,0.1773905406917728,0.66794646,1.3767081,1.1496171,0.1703120201033452,0.2548714544063571,-0.43603662,0.49938056,0.27760154,0.4134068238205894,0.3525429756633176,-0.32573617,0.82633793,0.5616315,1.1531426720828355,0.0823958334528026,0.8709524,1.2825742,1.1477698,0.5405153167542811,0.068303260249602,0.42463362,0.67702776,0.53317165,-0.3797592400358423,0.1015572557309164,-0.62522304,-0.19358604,-0.37573095,-0.2481896016847869,0.1320508904777273,-0.5726672,-0.040845513,-0.207149615,1.3489864347072875,0.0485198349659277,1.211634,1.5056832,1.3521758,-0.1586012402256531,0.1107494363950249,-0.39026672,0.05941341,-0.15610471,-0.9170661547471128,0.0892527063788026,-1.1817396,-0.76612246,-0.904013395,-0.8225042510015931,0.0799227438818347,-1.0192356,-0.7017474,-0.80354,1.1582286961409798,0.0679765163147477,0.85006,1.283926,1.1604618,59.09906258147231,1.1468611142199658,56.628482972136254,61.17391304347827,59.194174757281566,16.92716371459408,0.3311476525704251,16.34683724235963,17.65895795746541,16.893554206987037,1.0,Difficult,2,0.7102548224758394,0.1078707713328342,0.4973458063796162,0.1537677299404049,0.7123878683445839,0.245914149909609,0.3153882274352348,0.6399524771427852,-0.1849857374583448,0.9157642496039554,0.6981380935040791,1.57692705747772,-0.197243869881275,16.92716371459408,0.7317942428713309,7.0,3.0,1.312120715105781,-1.3357118612956604,1.57692705747772
